,Name,Category,Address,review_count,rating
180,Le Bistrot à Vin,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",17 rue Sainte,76,4.0
181,Le Petit Flore,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",14 rue Corneille,24,5.0
182,Le Grand Latin,"[{'alias': 'italian', 'title': 'Italian'}]",27 rue Sainte,179,4.0
183,Grumpy Cakes,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",12 rue Corneille,35,4.5
184,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
185,Sylvain Depuichaffray,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",66 rue Grignan,66,4.5
186,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
187,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
188,La Cantine,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",27 cours Honoré d'Estienne d'Orves,108,4.0
189,Les Panisses,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",23 rue Sainte,39,4.0
190,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
191,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
192,Bistro du Cours,"[{'alias': 'bistros', 'title': 'Bistros'}]",13 cours Julien,66,4.5
193,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
194,Toinou,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",3 cours Saint-Louis,217,3.5
195,La Garbure,"[{'alias': 'sud_ouest', 'title': 'French Southwest'}]",9 cours Julien,110,4.5
196,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
197,L'Oléas,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",27 cours Julien,54,4.0
198,La Marche à Suivre,"[{'alias': 'french', 'title': 'French'}]",12 rue Vian,124,4.0
199,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",26 rue des Trois Rois,78,4.5
200,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
201,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
202,Toinou,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",3 cours Saint-Louis,217,3.5
203,Le Comptoir Dugommier,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",14 bd Dugommier,24,4.0
204,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
205,Ghomrassen,"[{'alias': 'moroccan', 'title': 'Moroccan'}]",21 bd Dugommier,10,4.5
206,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
207,Bistro du Cours,"[{'alias': 'bistros', 'title': 'Bistros'}]",13 cours Julien,66,4.5
208,Torréfaction Noailles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]",56 la Canebière,44,4.0
209,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",18 boulevard de la Liberté,12,4.5
210,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
211,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
212,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
213,Bar des 13 Coins,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Sainte-Françoise,36,4.0
214,Le Comptoir Dugommier,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",14 bd Dugommier,24,4.0
215,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
216,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
217,Centre de la Vieille Charité,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",2 rue de la Charité,47,4.5
218,Vanille Noire,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",13 rue Caisserie,42,4.5
219,Le Café des Épices,"[{'alias': 'french', 'title': 'French'}]",4 rue du Lacydon,112,3.5
220,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
221,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
222,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",7 rue André Poggioli,30,4.5
223,Chez Ida,"[{'alias': 'french', 'title': 'French'}, {'alias': 'karaoke', 'title': 'Karaoke'}]",7 Rue Ferdinand Rey,31,4.5
224,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",26 rue des Trois Rois,78,4.5
225,Bistro du Cours,"[{'alias': 'bistros', 'title': 'Bistros'}]",13 cours Julien,66,4.5
226,WAAW,"[{'alias': 'eventplanning', 'title': 'Party & Event Planning'}, {'alias': 'bistros', 'title': 'Bistros'}]",17 rue Pastoret,29,4.0
227,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
228,La Marche à Suivre,"[{'alias': 'french', 'title': 'French'}]",12 rue Vian,124,4.0
229,La Garbure,"[{'alias': 'sud_ouest', 'title': 'French Southwest'}]",9 cours Julien,110,4.5
230,Yoj By Yoji,"[{'alias': 'japanese', 'title': 'Japanese'}]",9 quai du Lazaret,12,3.5
231,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
232,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
233,Simply Food,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",35 Boulevard Dunkerque,12,3.0
234,Centre de la Vieille Charité,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",2 rue de la Charité,47,4.5
235,Le Taxi Brousse,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'african', 'title': 'African'}]",21 rue Observance,35,3.5
236,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
237,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",9 Rue Guy Mocquet,30,4.0
238,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
239,Viens Attendre,"[{'alias': 'cafes', 'title': 'Cafes'}]",Quai A,13,4.0
240,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
241,Yoj By Yoji,"[{'alias': 'japanese', 'title': 'Japanese'}]",9 quai du Lazaret,12,3.5
242,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
243,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",9 Rue Guy Mocquet,30,4.0
244,BO&CO,"[{'alias': 'french', 'title': 'French'}]",232 bd de Paris,7,4.0
245,Babel Med Music,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",12 rue Urbain V,7,3.5
246,Chez Sylvie,"[{'alias': 'french', 'title': 'French'}]",84 rue de Ruffi,2,4.0
247,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
248,Le Roy René,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'seafood', 'title': 'Seafood'}]",9 quai du Lazaret,11,3.5
249,Noodles Chôp,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",57 rue de Forbin,3,4.5
250,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
251,BO&CO,"[{'alias': 'french', 'title': 'French'}]",232 bd de Paris,7,4.0
252,Babel Med Music,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",12 rue Urbain V,7,3.5
253,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
254,Yoj By Yoji,"[{'alias': 'japanese', 'title': 'Japanese'}]",9 quai du Lazaret,12,3.5
255,Chez Sylvie,"[{'alias': 'french', 'title': 'French'}]",84 rue de Ruffi,2,4.0
256,Le Roy René,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'seafood', 'title': 'Seafood'}]",9 quai du Lazaret,11,3.5
257,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
258,Noodles Chôp,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",57 rue de Forbin,3,4.5
259,Starbucks,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",Quai du Maroc,6,4.0
260,Bar des 13 Coins,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Sainte-Françoise,36,4.0
261,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
262,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
263,Le Taxi Brousse,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'african', 'title': 'African'}]",21 rue Observance,35,3.5
264,Centre de la Vieille Charité,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",2 rue de la Charité,47,4.5
265,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
266,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
267,Le Clan des Cigales,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",8 rue Petit Puits,18,4.0
268,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
269,L'Anse du Panier,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",16 rue Jean François Lecas,5,4.5
270,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
271,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
272,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
273,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
274,Viens Attendre,"[{'alias': 'cafes', 'title': 'Cafes'}]",Quai A,13,4.0
275,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",7 rue André Poggioli,30,4.5
276,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
277,L'Ecomotive,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}]",2 place des Marseillaises,12,4.0
278,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",26 rue des Trois Rois,78,4.5
279,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",10 rue Bernex,23,4.5
280,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
281,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
282,Noodles Chôp,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",57 rue de Forbin,3,4.5
283,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
284,Frac Paca,"[{'alias': 'museums', 'title': 'Museums'}]",20 bd de Dunkerque,5,5.0
285,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
286,Bar des 13 Coins,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Sainte-Françoise,36,4.0
287,Le Comptoir des Docks,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",10 place de la Joliette,7,4.0
288,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
289,Dubble,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",5 place de la Joliette,5,4.0
290,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
291,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
292,Le Comptoir des Docks,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",10 place de la Joliette,7,4.0
293,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
294,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
295,Panasia,"[{'alias': 'panasian', 'title': 'Pan Asian'}]",10 place de la Joliette,6,3.5
296,Bar des 13 Coins,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Sainte-Françoise,36,4.0
297,Noodles Chôp,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",57 rue de Forbin,3,4.5
298,Be Organic - Be O,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'delicatessen', 'title': 'Delicatessen'}]",10 place de la Joliette,4,3.5
299,Dubble,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",5 place de la Joliette,5,4.0
300,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
301,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
302,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
303,Viens Attendre,"[{'alias': 'cafes', 'title': 'Cafes'}]",Quai A,13,4.0
304,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
305,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",10 rue Bernex,23,4.5
306,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
307,L'Ecomotive,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}]",2 place des Marseillaises,12,4.0
308,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",18 boulevard de la Liberté,12,4.5
309,Toinou,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",3 cours Saint-Louis,217,3.5
310,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
311,Centre de la Vieille Charité,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",2 rue de la Charité,47,4.5
312,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",18 boulevard de la Liberté,12,4.5
313,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
314,Le Taxi Brousse,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'african', 'title': 'African'}]",21 rue Observance,35,3.5
315,Viens Attendre,"[{'alias': 'cafes', 'title': 'Cafes'}]",Quai A,13,4.0
316,Yoj By Yoji,"[{'alias': 'japanese', 'title': 'Japanese'}]",9 quai du Lazaret,12,3.5
317,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",9 Rue Guy Mocquet,30,4.0
318,L'Ecomotive,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}]",2 place des Marseillaises,12,4.0
319,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
320,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",9 Rue Guy Mocquet,30,4.0
321,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
322,Rouge Belle de Mai,"[{'alias': 'french', 'title': 'French'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",47 rue Fortuné Jourdan,19,4.5
323,La Cantine du Midi,"[{'alias': 'french', 'title': 'French'}]",36 rue Bernard,10,4.5
324,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
325,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
326,Teavora,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'shopping', 'title': 'Shopping'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",65 boulevard Longchamp,97,4.0
327,Bar du Moulin,"[{'alias': 'bars', 'title': 'Bars'}]",8 Rue Loubon,1,2.0
328,Noodles Chôp,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",57 rue de Forbin,3,4.5
329,Le Quai Gourmand,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",26 Rue Mazenod,12,4.5
330,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",9 Rue Guy Mocquet,30,4.0
331,Le Fournil National,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",386 bd National,1,3.0
332,Hfc,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",356 métro national,4,3.5
333,Chez Sylvie,"[{'alias': 'french', 'title': 'French'}]",84 rue de Ruffi,2,4.0
334,BO&CO,"[{'alias': 'french', 'title': 'French'}]",232 bd de Paris,7,4.0
335,Coco Loco,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",207 boulevard de Plombières,14,4.0
336,Yoj By Yoji,"[{'alias': 'japanese', 'title': 'Japanese'}]",9 quai du Lazaret,12,3.5
337,Beef House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",9 quai du Lazaret,33,3.0
338,Le Roy René,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'seafood', 'title': 'Seafood'}]",9 quai du Lazaret,11,3.5
339,Babel Med Music,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",12 rue Urbain V,7,3.5
